ID,Text
573,i had these on the airline and was so excited to not have the juice! i spent a month in italy and bought the olives w out juice but they seem to be hard to find in the USA...these are great since there is no juice! you can take them anywhere and not worry about the mess. i have been super happy with these. the flavor is pretty bold so I only eat 1-2 packs a week. I am going to try another flavor. i definitely recommend trying them! i love olives and this is a great idea
574,"Although I like olives, often I only want 3 or 4 due to their intense flavor. These olives have a great flavor that keeps you coming back for more. I love to snack on them at work and have no problem finishing the whole package each time."
575,These olives are delicious! They are not overwhelmingly spicy.  My 8 year old son just ate an entire bag today for a snack.  They are not packed in juice but are moist and flavorful.  The bags are small enough that they are perfect for tossing in a lunch box or bag.  The calories listed for consuming the entire bag is only 100.
576,"I was really disappointed in these olives. The are very mushy and I prefer a more firm texture. Cat Cora's olives are much, much better."
577,"Olives are yummy and a good diet snack, but I just can't quite give this 5 stars. Why?<br /><br />Because first of all, the flavor is occasionally too overly strong with some of the packs I've picked up. I love the taste of chili powder mixed with olives, but sometimes the flavor just isn't as consistent from pack to pack. I'm fine with some changes in taste, but some packs have it packed on while others have been fairly weak. This isn't enough to keep me away from this flavor, but it can be aggravating.<br /><br />The only other issue I have is that I wish that this was resealable. I don't often eat all of these in one sitting and I don't really like having to bring a second bag with me in order to seal up the portion I don't eat. It would be nice if the bag was resealable via a ziplock top or a small piece of adhesive fixed to the bag. I didn't deduct a star for this, but it's something I'd like to see.<br /><br />Otherwise this is a great product. The olives are always freshly kept in the bag and are of a good size. There's no puny little olives here, which I like because it's easy to get full when I eat these as a snack."
578,"The smell alone will make you salivate, it is that good. It comes with rock sugar mixed in, so I don't ever use any added sweeteners."
579,"I needed something that would last a long time. My dog cannot stop chewing, she has to have something in her mouth. She eats anything that she can get in her mouth. rock, plants,wood chips, walnuts, apples, grasses. These work really good. I'm order somemore on line here, petsmart quit caring them. I also found out that pork in better for your dog. Instead of beef bone or anything with beef."
580,"I first came across Lover's Leap Estate tea when buying it from Harney & Sons. I enjoyed that tea very much for its flavorful and clean lightness, reminiscent of an Afternoon Darjeeling. The reason I went with the Elmwood Inn now was that Harney only sells this tea in tins and I wasn't interested in adding a tin to my collection every time I purchased this tea.<br /><br />Of course I cannot be sure that this is exactly the same tea but I must say that the Elmwood Inn fell short of my expectations. It tastes rather uninteresting and almost flat, and in order to get any kind of recognizable flavor, I have to use plenty of leaves. Yet it still never achieves any flavor experience that would justify buying this tea over, lets say, loose Twinings for much less. I will not buy this particular tea again and will continue to search for an equivalent to Harney's Lover's Leap."
581,"It's difficult to find 20 words to say about Mauna Loa Macadamia Nuts, Milk Chocolate Toffee, other than DELICIOUS. They didn't last long. I'm not sure if that's a good thing or a bad thing."
582,"First, Yuban is my favorite coffee. To be able to buy a case and save is great. The coffee was in date, the seals on the cans were excellent, and the freshness of the coffee was excellent. I will definitely buy more Yuban coffee when I need it from Amazon groceries."
583,I got a case of Yuban cans from Amazon for an amazing price and now that I've been reintroduced to Yuban I'm sticking with it.  It's Colombian which is the coffee I prefer anyway but Yuban  must have a special formula for roasting and grinding that results in such excellent coffee.  Cans have the foil seals that you can peel off so you don't need to use a can opener and of course plastic lids to reseal.  Sniffing this coffee as I scoop it into my coffee maker is half the delight!!  Just so excellent and suits my tastes perfectly.  Buying the case is very convenient too!!!!
584,"This is the coffee we crave in our house. It is a strong brew, yet not bitter. Yuban is the best ground coffee we have tasted, yet."
585,And a great price from amazon. My wife and I had dinner last night at a very high end restaurant and while everything was magnificent we both thought the coffee wasn't as good as our Yuban. I often wonder about Starbucks whose coffee I find undrinkable. My son says it's an acquired taste.
586,"While working as a busboy in a high end resturant in the 1960's the resturant ran low on coffee. The manager sent me out to purchase YUBAN and only YUBAN saying it was the BEST! I have been drinking YUBAN for nearly 50 years and have always found it to be an exceptionally rich, smoothe Columbian coffee. There can only be one! YUBAN!"
587,"Great Price, The best Maxwell House makes. It is a very good coffee for the price, less then $3.50 a can."
588,"I love the taste of this coffee.  It does not have a bitter taste and the size of the can, which per ounce is the same as if you bought the large can, keeps it fresher as a smaller amount is exposed to the air."
589,"My Dad has been a Yuban fan for as long as I can remember. The stronger the better! When you break the spoons stirring it, it's just right! He even goes so far as to plan his shopping and the stops on the trips that he takes, at stores that serve Yuban coffee. Why, I don't know, I'm a sweet-tea-ice-no-lemon guy so I have no opinion on coffee, Yuban or not, one way or another. I can say that it smells good brewing but then so does Play-Doh and some of the old magic markers. I'm just trying to report about what I've been exposed to.<br />Here I buy the packs of 12, every 6 months for him and give them to him at Christmas and Father's day. They stay fresh and save the public from being exposed to the mad, half-clothed emergency trips to the store that my 70 year Widower father makes to score the base component for his and the ""house guest of the moment's"" (see *1 below) daily ritual sunrise aperitifs. We've asked about his dedication to Yuban coffee to which he replies, ""it's perfect black, but better with something in it!"" He is apparently referring to its flavor when mixed with any of the typical 'southern flavorings' (taxed and untaxed, regulated and unregulated) that he occasionally adds to his morning brew. He is definitely one satisfied customer and it makes my life easier (one less present to find each occasion) so take his actions and my word for it!<br /><br />(*1)...If she only comes over for breakfast it sure seems like a long way to drive, and please, tell me again, why does she bring so many clothes? No sir, I did not know that, do tell. When exactly did the CDC recommend showering before breakfast?"
590,"7/11/07: Great pre-ground Coffee in small enough containers to stay fresh until used.  I drink a lot of coffee, so the convenience of having one rich enough to buy pre-ground coffee means a lot to me.  On my own I go through one can a week so Amazon, let's make this a subscription !  Be sure to check the free shipping or you might get a shock though...haha.<br /><br />6/16/09: Gotta say the price has gone up on this way too much!  I ordered a case at $50 and checked the local supermarket - they were 87 cents per CAN cheaper!"
591,"Yuban is one of the best coffees available, but not sold in all areas. Amazon's case price is unbeatable!!  I get a case every 8 weeks, always on time!!"
592,"Have you ever had a great-cup-of-joe from a freshly opened can of gourmet coffee, only to wonder what happened to that 'fresh' taste as you dig deeper into the can? I have experienced this with other main stream brands but not with 'Yuban Original' coffee! The last pot of coffee has always tasted as good as the first one. There is also a unique quality to this coffee that I have a fondness for. Of course, there will always be something 'better' out there, but it's usually at a higher price. Though the coffee is consistent, it is the wide price range ($0.18 - $0.40 / oz) of this coffee that keeps me at bay with a more cautious 3 stars.<br /><br />NOTE:<br />With the ""Subscribe & Save"" option, you can trim costs and be assured of free shipping. Previously, I had subscribed to the 33 oz cans - right up until the option was discontinued by Amazon. I have since switched my subscription to this size and updated this review accordingly."
593,"This coffee reminds me of Dunkin Donuts coffee, which is all the rage now.  I like both DD and Yuban about equally, but I opt for Yuban because of the price.  This is really great coffee at a reasonable price.  It's a light roast.  If you've never tried Yuban, maybe try one can before committing to the 12-pack.  If you've tried it and like it, then you know this is a good deal."
594,"I love cofee.  Yuban is one of the better ones. Maxwell House is also not too bad and there are some other ones that are pretty decent.  Yuban is rich, robust, and stronger than most other coffees I have tried yet not bitter. Overall, I highy recommend it."
595,"I first tasted yuban while visiting my brother 20 years ago. he offered me a cup of coffee one morning, and I really liked it. It had a taste that was way different than I was used to. I asked him what it was and he said yuban and to my suprise, it also was decaf. I have never liked decaf, but this was better than any coffee I had ever tasted. We were all in Yuma for the winter. when we got home, we started drinking yuban decaf. I have since switched back to regular yuban, but my wife still uses decaf. we were drinking maxwell house at the time. Found out later that yuban is part of maxwell house. Yuban costs about a penny a pot more that I am more than ready to pay for the better taste. maxwell house is great coffee, and my 2nd choice. we carry our own coffee and coffee makers with us when we travle. We live in S W missouri and can only find yuban regular here, so we order it from amazon, and have had good luck dealing with them. We have had several friends switch to yuban after tasting ours."
596,"What can I say.  It's our favorite brand of coffee, it's affordable, and it's delivered to our door!  I think that pretty much sums it up."
597,"Yuban is a smooth,rich tasting coffee. Unable to purchase this product in the retail stores in the Chicago area. The price of the coffee is very reasonable. The twelve ounce cans keep the coffee fresh. I am very pleased with this product and will purchase it through Amazon again when I run out of Yuban."
598,We've been drinking Yuban since 1979 and find this the most convenient way to get it. The price is great and it faithfully comes every month.  If we are having guests we can bump up the order.  Fantastic.
599,"We were looking for a smooth, rich, non-acidic, non-bitter coffee when we came upon Amazon's reviews for Yuban coffee.  Well, we've been buying Yuban Original Roast Ground Coffee from Amazon for about a year now, and folks, what can we say, it's still the best tasting coffee around.  Coupled with our marvelous Bunn coffee maker (also an Amazon purchase) which makes a fresh, hot pot of coffee in 3 minutes, it just doesn't get any better than this.<br />Keep checking back weekly to see what the going price is (it fluctuates up and down quite a bit) and when you can catch it at a great deal, buy some.  You won't be disappointed."
600,Best coffee in the world.  When you open a can and sniff ---- ahhhhhhhhhhhhh!<br /><br />Can't go wrong with Yuban.
601,"This coffee is better than McDonalds, StarBucks, Atlanta Bread, Folgers, Maxwell House and almost as good as Standard Coffee that is served in up scale restaurants only and cannot be purchased privately.  It has a great smooth taste. We have a hard time finding it in SC.  It is manufactured in CA on the west coast.  I called Yuban today and they could tell me what stores in my area have sold it in the last 30 days.<br />You can also purchase it on line is what I did for 12 cans.  The price beat the price I pay at the grocery store and I had free shipping!!!!!WooHoo!!!!!! Enough to last the rest of the winter and spring.  Try it!  You will Love it!"
602,"Very good coffee.  Can't always find it in our local stores, so I order it thru Amazon every 3 months"
603,"They have this coffee at where I work... and before this, they had this horrible folgers coffee which HAD to be diluted with sweetner and creamer... I can actually drink this black because it's actually good! It tastes like a coffee that was brewed from a cafe, not just your coffee machine at home. Good stuff."
604,"This particular type of Yuban coffee is a mild, flavorful coffee that can be enjoyed in the morning or anytime.  It's the coffee my mother seems to prefer over all others.  Not always available in stores, I was thrilled when I found it for sale by Amazon!"
605,"If you like strong coffee, this is it!  The flavor is exceptional, I have not found better in a can.  This can be expensive and difficult to find at your local store.  I have had great luck with Amazon, good price for the subscription order (you can get a case a couple times a year and still get the reduced rate).  Amazon also has a wonderful return policy!<br />Try Yuban if you love strong coffee and have not found the coffee for you, this may be it!  We have been drinking it for 10+ years now & have had the Original, Organic and Dark Roast---I dont have a preference, they are all excellent."
606,My husband and I recently moved here from Las Vegas to Steeler Nation. We have tried ever coffee on the shelves at all the supermarkets far and wide. We had been drinking Yuban for at least 10 years in Las Vegas. We called the District Manager for Kraft and found out that East Coast people don't like it or were not accustomed to it. West of the Mississippi is where you'll find it. So we had to order by the case load to satisfy our drinking pleasure. We got the best deal from<br />Amazon; and it arrived very quickly without paying anything extra in shipping fees.  Time to order it again!!
607,"This ground coffee is almost as good as fresh-ground coffee beans.  My husband is a coffee snob and he loves this coffee.  I have to admit the fresh ground is better, but Yuban makes a really good ground coffee.  Don't waste your money on Folger's or Maxwell House, this is the best ground coffee out there."
608,We just love Yuban coffee and there is not a store where we live that has Yuban for sale.  I was delighted to discover that I could order it at Amazon.com by the case and always keep it in our pantry.  The only thing that could be any better would be that I could get Yuban beans so I could grind it myself as I make a pot of coffee.
609,Yuban has been my coffee of choice for 20 years. The price at Amazon is very good. I recommend this product for any coffee lover.
610,I can no longer find Yuban on the Grocery shelfs.It is by far the best coffee Delicious flavor and no acid I would highly recommend Yuban
611,"A 25% price increase since the end of November, from $37.28 to $46.65. Is it still a bargain?<br /><br />Now we've passed the $50 mark, which comes out to $5.57 per pound. I pay $5-6 per pound for fresh-roasted beans in five-pound lots.<br /><br />If the rating were just for the price, I would make it three stars."
612,"Very good product, will purchase over and over again. A convenient way to purchase."
613,I've read the reviews and I agree that Yuban is absolutely the best coffee but at $100 for 12 cans comes to over $8 a can.  That's $3 more a can than I pay at my local store.  I don't understand the high price?
614,"I have never tasted this coffee.  But when people brew it in my house, it makes my house smell like farts.  It might taste really good, but I can't get over the fart smell.  You've been warned."
615,"The jar is much smaller than I imagined via pictures - I thought it was going to be the size of a mason jar, but it was instead much smaller. It is spicy though! Lots of jalapeno, not a lot of honey mustard!"
616,"My friend at work and I both eat sunflower seeds quite frequently. We always try new types when we find them. He came back from out-of-town with these a few weeks ago, and we're both hooked. They are definitely the best sunflower seeds either of us has had. Not only is the flavor fantastic, but the seeds themselves are top notch. First, they're HUGE. Second, there are surprisingly few broken or empty shells. Third, as of yet I've never had a mushy, foul-tasting seed. Sadly, we can't find anywhere around us that sells them, so I'm glad Amazon does. I'm really looking forward to trying the other flavors from this company as well. He brought more back from out-of-town today...I'm eating them now, and that is what prompted me to look online for a place to order from."
617,"<a href=""http://www.amazon.com/gp/product/B000LDOMT6"">Salt & Pepper Flavored GIANTS Sunflower Seeds</a><br /><br />I found these seeds in a local store only to fall in love with them and then find the store no longer supplied them. I am so glad they can be purchased at Amazon. WARNING!!! They will ruin your desire for any other kind of sunflower seeds! GREAT!"
618,These sunflowers seeds are of a great quality in every bag and the flavor of the Salt & Pepper is very bold.  I love these and the shipping service from the company has been great every time I have ordered.
619,I have ordered this product twice now and the service and product have been great.  Would order again !!!<br />Price of product was comparable to others. Thank you....
620,"These Piquillos are packaged in a thin plastic package, though I thought from the picture that they were packed in a roll-top tin (like sardines are packed in).The peppers that survived the shipping were very good, lightly roasted and with good tangy flavor. However, one of the packages was damaged in shipment and leaked red oil all over the rest of the packs, making a huge mess."
621,"Bought these at a local store due to the great ingredients with none of the bad chemicals, and have been waiting for them to be in stock here. I'll definitely buy more when they are available, as they are the best shortbread cookies I've ever had, my son agrees, and I love that they're basically as good as you could get if you made them yourself, with ingredients you can pronounce and won't kill you. :)  SO delicious!!!"
622,"I gave these packs out as Christmas goodies, but saved myself one.  Delicious!  The gifts were well received also."
623,"The picture and description was Pure Butter Mini Shortbread Round, then I decided to order it because I love them so bad. But when i got the package, it came out at Mini CHOCOLATE CHIP shortbread which I don't like."
624,"I started getting this Folger's Half Caff coffee from Amazon because our small town stores don't always have it.  It comes in one pound vacuum sealed packs so it stays super fresh and it just fills my canister with one bag.  I like not having to get rid of all those plastic cans and I have it automatically sent to the door so I don't have to deal with those last minute trips to the store and find they are out. What a boon for rural, small town people like me."
625,I love this coffee!!  I had always mixed my decaf and regular to get 1/2 caffeine and now I can just buy it!!  Perfect amount for me. I enjoy the flavor of coffee!<br /><br />These vacuum sucked packages make it easy to store and use. It keeps the coffee fresh!!  I use then to refill another container and it works well for me!!
626,This is a terrific deal for a coffee lover that needs to cut back on his/her caffeine consumption.  Great tasting coffee and great deal.  Can spend over $5 for it at the grocery store.  I get mine by the subscription plan for a little over $4 plus no tax.
627,When Habanero is in powder form it doesn't taste the same nor does it have the same heat. It's almost physically impossible to get a Habanero powder to taste decent. Go with Habanero flakes instead. They taste better and pack a lot more heat.
628,"Oh boy, These are a winner at my house.  We used to buy them locally, but they are no longer carried.  :(<br />My husband found these after trying other brands and these are the ones.  My son loves them as well.  They were delivered quickly and were fresh.  They said they almost had a pop to them.  We will definitely order these again.  They are heavy, so shipping was a little high, although we hope they will come back to W."
629,"I love Wasa Crisp 'n Light crackers! As their name suggests, they do have a very light and crisp texture.  They are still strong enough to support hummus or other spreads you may like to use.  However, they are also very delicious by themselves.  Sometimes you just want something to crunch without wasting a lot of calories on chips or other fattening foods, and a stick of celery isn't what you had in mind.  I keep these in the pantry all the time. They are low sodium and contain just 20 calories per cracker."
630,"These are very healthy 7 grains and very light and crispy, perfect with dips or salsa.  Tastes just like rice cake.  They are very easy on the teeth too, for those who have dental work that they don't want to chip. Hard to find in supermarkets."
631,We are trying to curb our carbohydrates.  The Wasa Crisp'n Light is a big help.  Especially when you need something crisp.  We have and will continue to order this product.  Thanks Amazon for selling this tasty cracker.
632,"Hubby and I both have teeth that can't handle anything too seedy or hard. I also lost 81 lbs (so far) doing a lower carb diet (not LOW, but LOWER). I pretty much skip bread these days--and cereal, etc--but I don't mind using up some of my starch/carb calories on these. So versatile. To dip. To make cracker sandwiches. To use breakfast type spreads on (when a craving for bagels/toast hits). I love them with hummus, with cheese, cracked over soup, topped with egg salad, with neufchatel and sugar-free preserves (I use Nature's Hollow). They are so nice to have with my breakfast omelettes.<br /><br />Even my super picky hubby likes them. We both adore the texture. Oh, man. How perfect. The lightness that preserves a nice, gentle crispness.<br /><br />Wasa, please don't ever stop making these.<br /><br />I like this one and the mild rye. Both are now staples here. Satisfy my bread needs without a ton of carbs. And since I restrict myself to 1200 calories, two of these do little damage to my eating plan at 20 calories each. I also like to watch my sodium (middle-aged and almost off blood pressure meds), and these don't pack on the salt.<br /><br />Thumbs up!<br /><br />Now, if they could make one that's like an everything bagel--an everything crispbread light and crispy version with the onion/garlic/sesame seed/poppyseed. How cool would that be? (Or maybe they already have, dunno.)<br /><br />Update: I don't eat gluten anymore, so I don't buy this product these days. For those who don't care about grains/gluten, I can still recommend it based on texture/taste/calories. But not for me as I'm trying to stay gluten-free. Be well..."
633,"I love the light texture and the taste kind of reminds me of chex cereal which is a good thing. It makes a great snack, I use Laughing Cow cheese wedges spread it on and lay down some spinach or radishes with smoked sardines or tuna. Delicious! Or instead of using a crostini to make bruschetta, I use these crackers. And if I'm too lazy to make stuff, I just snack on it by itself."
634,"The title just about says it all.  These crackers (crispbread, if you will) are light and airy and come in around 4 grams of carb each.  I cut them into 8 pieces with a sharp knife and use them for dips, as well as ""conveyers"" for cheese and other goodies.  They have become my favourite snack.  Yes, they are bland, but I like the fact they pick up the flavour of what they are served with and don't overpower."
635,"These crackers are very delicious, have a wonderful texture, adapt well to any spread, and they are only 20 calories each--great for people watching their calories.  They are very satisfying, and they contain whole grains in a tasty form."
636,"I really do love these crackers. They are crisp, tasty and low in calories. I have been eating them with a small bit of mayo and potted meat in the morning with my cappuccino. They have helped me lose weight. Regardless of that fact, I just like the taste."
637,"Both my wife and I have been using this product for well over a year. We love it! It is one of seven or eight varieties made by this producer. Recently, each of the other flavors have been available at our local markets, but, for some reason, these markets have been unable to obtain this flavor. I was excited to find it on Amazon.com, and obtain a generous supply with no hassle, and with convenient shipping direct to my home. Comparable products don't seem to have the same flavor or consistency, and this one, mixes well with any number of cheeses and/or jellies/jams at snack time."
638,"These crackers are certainly Crisp and Light. I am a low-carb eater and am happy to have something crunchy to munch on while watching my carbs (4 net carbs per cracker for Atkin's followers). If you are used to buying different flavors in the grocery store, the ones that come in the kind of flimsy paper wrapping, these actually arrived in a more sturdy cardboard box. For the people complaining about bland taste, I think the point is to put stuff on them not necessarily eat them as is. I like that they have a very mild flavor so as not to overpower what you put on them, you can top with something savory or sweet. My favorite toppings are cream cheese, ham and cheese, chicken salad or sugar-free preserves (they are sturdy enough to stand up to spreading cold cream cheese on them)."
639,"I buy these at a local grocery store, not from amazon.com.<br /><br />They are absolutely lovely. Light and crisp, they're like naked Cheetos, that are actually fairly healthy. They can be topped with most anything, sweet or savory. Great for midnight snacks, afternoon snacks, or crumbled up in tomato soup at lunch or dinner. Wish they'd make them in flavors, they'd beat the pants off most ""diet"" snacks I've ever seen!"
640,"While visiting my daughter in Seattle, WA she introduced me to these wonderful Wasa wafers (alliteration intentional).  I really like them and they are an ideal substitute for bread.  I couldn't find this product in the stores around Fresno, CA.  I decided to give Amazon a try and sure enough, they came through.  I subscribed to have shipments sent to my home quarterly and again Amazon came through.  You AMAZE me!<a href=""http://www.amazon.com/gp/product/B000EUJLHE"">Wasa Crisp 'n Light 7 Grain, 4.9-Ounce Boxes (Pack of 10)</a>"
641,My daughter absolutely loves this stuff and she is a very picky eater.  It is also hard to find in the supermarket.
642,"I bought these one time at my local Safeway and absolutely loved them.  I dipped them in a creamy cucumber dressing and the combination was awesome.  Next time I went to buy a box... gone, not even a spot on the shelf where they might have been sold out.  This happens to me frequently -  I find a product and really like it and then the next time I go to purchase it, it's gone.  I looked for these Crisp 'n Lights at all our large grocers and other stores like Target and Rite Aid.  No luck.  Fortunately, I picked up a case here on Amazon and will covet every box."
643,I love these so much I'd give them a 10-star.  I love them so much I have an Amazon subscription so they get mailed to me regularly.  I discovered them at Henry's but they're the only cracker on the shelf that are always sold out so when I saw the 10 pack here I was so happy.<br /><br />I eat them as a bread substitute with everything!  Can't go wrong with the calories and they don't have a strong flavor to mask the food so really they can be eaten however way you like.  Endless possibilities ...
644,"Wasa has a great line of 'crackers', but these have become my favorite. They are light but not wimpy. Their flavor is fairly neutral so they don't conflict with whatever you choose to put on them. And for me, the calorie count was the final winner...only 20 calories per cracker and low sodium. A winner all the way around and Amazon has the absolute best price!"
645,"these crackers are perfect...you know why?<br />because they have a subtle light flavour that doesn't overpower whatever you're eating on top of them...whether it be guacamole, hummus, or mustard and cheese...  :)"
646,We love these crackers for our salmon spread.  They have just the right flavor and crispness to enjoy the taste of the spread.  And they're healthy!
647,"This Crackers are so good. They have very little calories, very little fat and still they are crunchy and creamy. I'm on a diet right now and these really help me on my craving moments. Depending on my caving I can eat them plain or with turkey or a spread. My kids and their friends love them too and eat them with cream cheese which makes a very healthy snack. Buying them on Amazon was a great idea because they cost less, they are fresher than in stores and I don't even have to go to the store to get them."
648,"I bought Wasa Crisp'n light crackers at my local supermarket yesterday because they were out of the Wasa rye crackers I usually by - that I really like. This was the last box and I am so happy I bought it!  I love these!  I enjoy most of the crackers by this company, but this is now my absolute favorite and I plan on buying it through Amazon because it is cheaper, I can save time and gas physically shopping and the convenience (Amazon has great customer svc.) is what I appreciate!  By the way, I enjoy these crackers plain and I've eaten them with salmon cooked lightly in olive oil and capers and it was superb!"
649,"We love this crisp bread because it's made from 7 whole grains, does not contain any corn syrup and stays fresh for weeks after being opened. It's soft yet crunchy and tastes great. Can only recommend and will definetly buy again."
650,Since I am counting calories I find Wasa crisp'n light very tasty. You can eat three of them and feel like you are eating a lot more than you really are. I think the taste is great and have told all my friends about them.
651,once I tried these I was hooked. good healthy food that tastes good alone or with tuna or seafood salad. light crispy and melts in your mouth.
652,"Great low-carb alternative, they arrived fresh, and unbroken, I'm satisfied with Amazon and with purchase again."
653,"As a person who has metabolic syndrome (and my roommate has insulin resistance), we both always have to watch our carb intake.  Giving up foods such as pasta, potatoes and most breads has been a very difficult, but also a very necessary part of my life over the past several years.  I've tried lots of other low-carb crackers (including other Wasa crackers), but they've just been so-so.  About six months ago, I picked up a Wasa Crisp 'n Light cracker for the first time and WOW, what a taste!  Spread a little bit of Earth Balance on it, or some low-fat cheese and it's absolutely melt-in-your-mouth delicious!  I'm so glad that I can get a case every three months through my Amazon subscription."
654,"When I was diagnosed with diabetes 5 years ago, I thought I was doomed to a bland diet for life. Not true! Especially, when I found Wasa Crisp & Lights, it solved some of my problem. With a thin coat of ""You Won't Believe It's Not Butter"" and thin slices of banana, I have a desert or tasty snack; without the banana, I can just eat them as bread, and they are so light and thin with the spread; they are so tasty, and I don't feel guilty after eating them. I can put cooked or raw tomato on them, with a dash of sage & basil to add to the flavor. I have successfully kept my blood sugar normal consistently with diet control. I am not doomed to a bland diet, after all.<br /><a href=""http://www.amazon.com/gp/product/B000EUJLHE"">Wasa Crisp 'n Light 7 Grain, 4.9-Ounce Boxes (Pack of 10)</a>"
655,"These little gems are only 20 calories each and almost fat free, and taste way better than a rice cake, IMHO.  I'm glad they come in packs of 10 boxes because otherwise the husband and kids would eat them all and there'd be none left for me!"
656,I love these crackers.  They're perfect when you want the light crunchy snack without the calories of other crackers.  They're good topped with lox or cinammon and sugar.
657,"It's hard to put a *star rating on this.  I like the crackers a whole lot and think they are super.  They are hard to find in our local stores and I use Amazon a lot for good pricing and hard to locate items.  However, this purchase experience was a little disappointing.  The crackers came quickly and in great shape...no breakage and the price was fine.  But, when I opened the first box, I found they had weevils...not a huge infestation but still...once weevils get a foothold, it's all over but the shouting.  I suspect that these boxes have been stored in a southern location as we don't have weevils up here in the north.  Usually they come up in flour and flour products that originate down south.  I found them in southern biscuit flour that I bought at one of the discount grocery stores.  I pop the product in the freezer to kill the weevils and their eggs and then sieve them out...gross, but you can't save money if you toss everything that doesn't meet your approval.  Anyway, can't sieve crackers but I'm still tossing them into the freezer for good measure.  Don't want them to spread to any of my other pantry items.  This review is just a heads up to anyone buying these on Amazon.  Inspect them carefully, pop them in the freezer if in doubt, and enjoy.  The crackers get a 5-star rating; the purchase on Amazon gets a 3 star for warehouse storage."
658,"I love these light, airy crackers. Three of them are only 60 calories-on WW, just 1 pt! Spread with reduced fat peanut butter, just 3 pts. A light part of a light lunch! I used to buy them at the supermarket, but they don't always have them. When I found them on Amazon, I was thrilled! And using the automatic reorder feature, saved me 15% and no cost shipping! Woo-hoo!. Might I add, you can change the frequency of that at any time."
659,"I have a tried a few of these Wasa crisp breads.  This one was by far the worst.  It was in essence entirely flavorless.  It tasted to me the way that I expect that those little packing Styrofoam peanuts would taste.<br /><br />Don't get me wrong it didn't taste bad, hence the 2 stars, it just didn't taste like anything.  Looking for a low-cal snack type cracker?  Try the Wasa Sourdough Rye crackers.  Now those are heavenly!"
660,"WASA Crisp'n Light inside packaging cannot be recycled.  The crackerbread is excellent, but its inside packaging is a cellophane or type of plastic that cannot be recycled anywhere in the six states I have contacted.  Todate WASA has not revealed what the inside packaging is made of, nor where I can recycle it."
661,"I think these are a bit boring (I like my cooked peas at least salty and preferably spice-enabled) but they do undeniably taste like peas, and my toddler begs for them (""peas! peas!""). I suspect she likes the crunchiness. I bought a single package to try them out and bought the multi-pack today. I think they'd probably be good in homemade trail mix, too."
662,I order these peas and they came fast. the product<br />has a good flavor and I am very happy with the peas.<br />I will order with them again
663,"Great snack and good on salads.  It's dried peas, what else can I say?"
664,"I bought Crunchies Freeze-Dried Organic Peas and some other Crunchies products in hopes they would be a satisfying, healthy snack for my children.  Both of my kids (ages 5 and 8) gave me the thumbs down on taste, though.  Same reaction to the other dried veggies and even the dried fruits. So, my desk at work is now full of Crunchies products, and they are a nice quick snack to keep me going between meals. I recommend them for this purpose, but I think most kids will probably say no to these products given the flavor of the snacks is OK, not great."
665,"Just wanted to compliment this company on their great, prompt service and the freshness of the cookies.. Bought them to give as a gift, and when i brought them home my kids ate them lol. I would recommend these cookies to anyone and everyone.."
666,"This is absolutely the best sauce for making Carolina BarB Q. I,ve looked for a long time and am glad that I finally found the best."
667,"I have been using this Peppered Gravy Mix for years. I found it at a Wonder Bread discount store at least 15 years ago. It is the best you could ever make. I always made from scratch, but I believe this is even better. Unless I tell them, no one knows it wasn't made from scratch. So easy, and can use it for pork sausage, chicken, even ground beef. If you haven't tried it, you don't know what you are missing. Good price, best taste."
668,This mix makes a gravy that taste like your good ole southern grandmother made the gravy. No more lumps and everyone thinks you made it from scratch. If you are thinking about it you have to try this. It is the best thing since the invetion of peanut butter
669,"This gravy is great!  1/4 cup has only 50 calories and 6 grams of carbs, which has helped my husband loose over 20 pounds.  How?  Well the low carbs helped, but the main feature that makes low-cal/low-carbs part of the formula work, is the great taste.  This gravy has got a peppery tang that makes it just right for spicing up eggs or chicken or anything else you might through a white pepper gravy over.<br /><br />And I don't know if you have tried other packaged sauces, but I have, and generally they aren't very good even when freshly made.  Worse, these sauces tend to get 'strange' in the fridge overnight.  (Oddly watery, or jell-like... yuck)  This S&M Gravy mix doesn't do that, which means that it's good for several meals.<br /><br />Highly recommended for the gravy-challenged.  My southern reared husband is a content... and thin.<br /><br />Pam T~<br />mom, reviewer at large, and wife to gravy lover"
670,"My wife always made her own gravy from scratch and is good at it. However, this gravy is fantastic, idiot proof (even I can make it) and reminds me of my grandma's cooking. My wife loves it and this will definitely be a new staple for our cupboard."
671,"My wife use to make homemade peppered gravy which would take a long time to make and a big mess also.  When we discovered this pepper gravy, we decided that there was no need for the time and mess to make homemade as this was as close as you can get to homemade and again without all the time and mess.  As indicated by others, the addition of other ingredients such as sausage is also quite simple.  We would highly recommend this to anyone who enjoys peppered gravy."
672,"Forever for the perfect easy peasy gravy mix.  This is my fave!  Tastes just like the restaurant ones I love so much;  Like Bob Evans, and IHOP."
673,"This is a very delicious gravey mix. I add a pound or so of browned, drained breakfast sausage after it is heated and serve over bisquits. It is super fast and easy. I serve with cut up fresh fruit and there you have a simple, quick breakfast or brunch meal! I would highly recommend."
674,"We were looking for a tasty, spicey gravey mix.  When searching the internet we saw this item and<br />decided to try it.  What a lucky find.  It is all we anticipated and more, being easy to prepare as well<br />as tasty and spicey.  Now we need look no further.  When we run out we know where to go to order<br />it."
